area_id,spatial_validation_zone,target_visual_v2
002b205a-66ef-4245-aff0-d0d208424c29,central_calabria,1
007abe55-e5c6-4770-8aa1-9a44b56118d1,north_calabria,1
0125be16-f40c-41ac-8672-9d2bd49b8330,north_calabria,1
01375f8d-1b47-4577-8fbb-267c9741fec8,north_calabria,1
0178afdd-dc28-4c5a-9db0-cf2560762c21,north_calabria,1
018750d5-285a-4767-b84b-cb57bff4f0fa,central_calabria,1
02086d64-3655-449d-93bd-158565b16409,central_calabria,1
026478dc-4dfa-43dc-baa4-1f31a24c3766,central_calabria,1
0265799f-033d-4f8f-b128-73273183574b,south_calabria,0
048533a2-7b2c-4208-a850-f45714b97e61,central_calabria,0
0651ef0e-b828-406a-947e-f6b311c8d2fe,north_calabria,1
06611573-7622-4e17-88c6-c2cdf3f6450c,central_calabria,1
06da04de-4550-495c-9e75-f936a2c36b47,north_calabria,1
0732c236-15e5-45ab-a8b8-1401bb532ae8,north_calabria,1
0748a84b-5fc8-4728-a099-572f6b022b72,north_calabria,1
0752391a-d005-4a34-8c37-38d287dfbced,central_calabria,1
077a22c8-0019-400b-9000-1f39cc5d0b39,north_calabria,1
07be58b6-ef77-4aae-9631-45856f71660d,north_calabria,1
08366a19-b37b-465d-bde3-e6db3b02da99,south_calabria,1
08e8a819-3549-44ed-8071-106f8f81c62e,central_calabria,0
09a49418-d48b-40a9-abb6-8f0da5637e75,north_calabria,1
0a7d3c16-632d-4000-a848-91ea92007318,north_calabria,0
0b877e85-da03-4389-a9d0-3dfad92cc4a3,north_calabria,0
0c3ef04e-773b-432e-98de-dfda0db083c6,north_calabria,1
0ce42e15-7610-4c07-93ab-196599648b1c,south_calabria,0
0d70d971-b04e-4c14-8f58-96d3af297c10,north_calabria,1
0fdd8d0b-58b4-48b4-91f2-f50da34f6667,central_calabria,1
10043020-6379-40ee-b6fb-50cba1f39c71,north_calabria,1
1084cbf8-b18a-4e34-a7c5-a824e63a55e1,north_calabria,1
10c43020-8cd0-41d5-ad2f-c887e5806535,north_calabria,1
11553afb-2509-432d-aa21-5c1185c9c4a3,north_calabria,1
12acd1cf-dd01-453b-afb8-aebeffae6577,north_calabria,1
12b6180d-8658-475c-aa42-d625675fe821,south_calabria,0
1385529a-1392-436d-9ac0-02421c7c3729,north_calabria,1
14b011ae-c028-4515-82b2-cd39996d7a33,north_calabria,1
156c4f03-a080-456f-a61e-7f322628ebac,north_calabria,1
166368a4-21e1-422f-98f6-3f9f651a8e36,north_calabria,1
17291e32-3365-4f35-8ca4-4734c10f3cca,north_calabria,1
1798faf7-64d0-43a6-af40-afc3b261419c,south_calabria,1
18335feb-4f5d-4c38-83b4-6d548893cc1d,central_calabria,0
18e2d9e8-6f8e-43c4-9542-0f63b3729bd2,north_calabria,1
1a598ff1-1141-4d45-a696-00ecc9d2eb25,north_calabria,1
1caad9e5-3cdc-4531-8b8f-f731e92fa6bf,north_calabria,0
1cc02c24-7700-4eb8-a8a0-20446c75380c,central_calabria,1
1ccaf99d-d14a-4094-87f1-c25730f927d8,north_calabria,1
1dae1cc8-9433-4596-9783-b0603717dba7,north_calabria,1
1f65d9d2-af2b-4f2c-94e8-28edff449ec0,north_calabria,1
208f5adc-6851-4b9a-8ddb-0c15e4c76e8c,north_calabria,1
2189620a-40ad-4c2a-977a-096eec44a72b,central_calabria,1
21e256cc-0696-454f-a6f9-1002dca171d1,south_calabria,1
2382ef96-5c32-427e-afaa-2fb95e3feaae,north_calabria,1
23cc46eb-3a72-43f5-ae70-4c4b630362b9,central_calabria,1
23d6058a-60a2-4fa1-a608-c0e81561ad4f,north_calabria,0
23fd7b49-5f72-43c7-b44b-efdc9c82720f,north_calabria,1
2414161d-5772-42b3-9636-8e5558d985f2,south_calabria,0
25468458-e458-4620-a513-b5125d0a1c00,north_calabria,1
25b193c3-7321-4092-92d5-0d9ac46bbcab,north_calabria,1
25dc774a-34ae-48d7-ab92-caf34852d21b,north_calabria,1
2601d7fa-8731-4d9a-9d7a-5e6acf047687,south_calabria,1
27ba227f-9253-491d-8581-7751d3ad79a7,central_calabria,1
286a95e9-206b-4925-8304-21182e129a45,north_calabria,1
293587f3-cf98-4e78-a782-cac355237d88,north_calabria,1
29993089-3877-4657-86e5-2988e5a10017,north_calabria,0
29a6b1ed-7f6b-4df2-a13f-9d53daa4a49e,south_calabria,1
2b881276-810d-472c-922d-6a8af80f10a9,central_calabria,1
2d07dccd-ec34-41b3-acd8-9f34f31d3f46,north_calabria,0
2dbaefcf-ec49-4c81-9bb3-d0a33360de7a,north_calabria,1
2fe533aa-a325-4ce8-96d4-01412b32ef1d,north_calabria,1
314897f6-b485-47d7-8275-42a8420ffdc3,central_calabria,1
319434f5-fa02-4152-9f7a-84e9b2751b7e,central_calabria,1
3254fd56-4a43-438c-af85-d01b3d630793,north_calabria,0
325c910c-85ba-4274-a12d-2347def792c0,central_calabria,1
328836a8-9f62-4cad-9f37-9b5731177279,south_calabria,1
33128212-182b-4dee-9028-69d453e644ca,north_calabria,1
33519d66-3bd6-4946-b405-933736b7c5b5,central_calabria,1
33e1f332-2116-4cdf-a683-57894654f7c8,central_calabria,1
353900eb-844b-4f8a-9344-3210e5c02b65,north_calabria,1
35db8036-f229-4454-adcb-66d5ae3d75b7,central_calabria,1
37499c57-799b-407f-8533-dacd612d339d,south_calabria,1
380889f9-3710-4693-b0cf-c3e2658c5ade,central_calabria,1
380a008b-755b-499f-b0cb-905f79a86106,north_calabria,0
38ed5b18-1453-46fa-89c0-9d00e74cdfc0,central_calabria,1
3a1e4cb8-6e0f-4ca8-b78a-afa54373698c,central_calabria,1
3ad21c01-982e-4a6f-aaf8-3504c6640519,central_calabria,1
3af5b248-6783-4142-b9c2-9e1ce8b9fba7,north_calabria,1
3c83ff0e-8a32-46ff-96b7-eb031d477178,north_calabria,1
3cecd09e-14e4-4291-92f0-929f6d8f09e6,north_calabria,1
3d0fa030-ee0c-440d-b274-efc176c8288b,central_calabria,1
3dbe93ca-70dd-4611-a34f-9d80e27a636a,south_calabria,0
3dddcf51-365c-4ab4-b911-1ea05f2fa911,north_calabria,1
3efc03cb-1709-441c-abde-6325b026fa7b,central_calabria,1
3f325802-20ec-46e8-b0be-fc65ce515648,north_calabria,1
40292ea6-7755-4f97-8e8c-9346562dc6e7,north_calabria,1
407b6fa5-47fe-40cf-b49d-278d5b55c65a,central_calabria,0
40fc9618-d1f4-4c59-9e20-d75132070004,central_calabria,0
41280d99-1993-4f8f-94ec-15749c438a22,central_calabria,1
41721387-75f4-40cd-ae48-ee1cf3f90d92,north_calabria,1
41853a20-633c-43ee-9d60-18d8803c09ba,south_calabria,0
4351489a-9018-4259-b4bc-346c31c18754,north_calabria,1
43f09e2d-95e5-47f6-8f2a-88f367506cfb,north_calabria,1
445906b8-9da2-44ec-82dd-e264d6e060de,south_calabria,1
44aa22d9-54e4-4ac9-b75b-64ddaccdfc5c,north_calabria,1
44b37f6e-6824-433b-9ff9-77b2fae9b25a,central_calabria,1
4518b2a7-3341-40d5-8b93-720efe4f5af7,north_calabria,1
466946c4-5b48-4854-8863-f240946db251,north_calabria,1
47069a53-e55c-4ff5-8e61-a0da4949e717,north_calabria,1
47d546f6-c454-492a-9571-8c0e8643d68c,north_calabria,0
4854bcbc-b691-4c26-8ea2-427e2555da38,south_calabria,1
48ea0a34-f761-4e5c-8594-20254bb45239,south_calabria,1
4947de30-f503-4058-9db3-e74e33aaf7b6,north_calabria,0
49d298d1-8946-4ed9-b400-c13295ce0a06,north_calabria,1
4a8854f3-5208-4457-96ec-2da6277c2686,central_calabria,0
4b0713bc-bcbb-4c1d-bbb2-25771826c156,north_calabria,0
4b48dc69-2361-49b7-a1be-93f05a6feed0,north_calabria,1
4b5b5951-5f78-4e4c-a3f7-8957955eb401,north_calabria,1
4c3544d7-edfd-4ef2-96d3-08fd57b82df2,north_calabria,1
4d3d8189-846d-4636-9f95-4da9ea3ddaf3,north_calabria,1
4e7bb0b4-4f7e-44e0-9520-84f4c6220d18,central_calabria,0
4e97640b-dcc7-4220-ba74-b335ee19b7e7,south_calabria,0
4f8794fd-2765-405c-8191-97e44205b5d8,central_calabria,1
4fa67ebf-9b3f-4f7c-aef8-4906111b2950,south_calabria,1
5037df75-c1a7-443e-8d0e-359cb7e0dea2,north_calabria,0
51ddaeba-bcb5-4ba1-9555-294b3e47229d,south_calabria,1
522b3ace-ffbc-4189-855c-4e38f7e1c0e8,north_calabria,1
528b5405-4d84-4bd9-bbfe-3c214f061701,north_calabria,0
52abf8a6-edc5-4dbd-9cb5-e2342c03a182,north_calabria,0
52af5ab2-0b9e-4f94-930c-209d9e8e5c66,central_calabria,1
540db45a-6e4f-41bc-b43e-74cc6671dcf7,north_calabria,1
540e37ec-4c18-488a-8ff9-b27792319dea,north_calabria,1
568b32de-d4d1-4a7f-829b-6fcd0c1f5da5,central_calabria,1
57429120-2943-47e3-b537-51a53a80bd7e,north_calabria,0
5767a739-1a36-480b-91b5-33560f263ecb,north_calabria,1
57dd2517-feb6-4320-9be4-07cfcbe88788,north_calabria,1
58397a42-9e87-4e0f-911e-3e07dd5e286b,north_calabria,1
58f91fa1-e590-42a3-947a-d014071eb8d1,central_calabria,1
5a443163-b947-4d8b-abb8-607c3de64f65,north_calabria,1
5d2da25a-6e59-40ec-8683-eddfc2c8593e,north_calabria,0
5e582a71-2639-4fd9-9e4f-d6bee4944d5a,south_calabria,1
5ef514b7-16ef-4dfa-93f4-cb95921e4bad,north_calabria,0
5fb33722-941e-4414-b660-41dae7c799d0,north_calabria,1
6010f5ea-4e98-4b6c-89cf-795a2972d572,north_calabria,1
60f32136-c60e-4193-a042-e4875dd39cd9,central_calabria,0
616aa639-ebe0-47d0-953e-f93292e7e6a4,north_calabria,1
6186b338-eff2-48df-8bc0-bf22e17bd285,central_calabria,1
61f3e2a3-ff74-417f-a5f7-34f41ecb92b7,north_calabria,1
62504f68-5101-45dd-b089-a689bd5a8f39,north_calabria,0
628b71bd-3e00-4674-91a5-83d029a5dc6c,north_calabria,1
6290bcc7-8822-4fbd-9a3e-359c48042e43,north_calabria,1
62c0e54f-a75c-4336-9b09-22a85271ce7a,north_calabria,1
6361a398-edfb-44d8-87d0-890e5831efe8,north_calabria,1
64542385-492d-46a4-b453-71de46738c92,central_calabria,1
64d40ec6-5a34-42b8-8554-b6fa5decb176,central_calabria,1
654ca8d8-8f8c-4145-867b-f9b1fbb9a800,north_calabria,1
65b4abd5-f277-42dd-84b5-a21aba38ce6a,north_calabria,1
65f57ee2-d28a-4c9d-8b22-39209787915b,north_calabria,1
66144fe3-4232-4714-9dff-c46f5e3c099e,north_calabria,1
666d1cf0-b4b4-42a3-90a5-b81e71c94f32,north_calabria,1
67094e79-5155-4900-a2aa-8fdb6c61c030,central_calabria,1
6785a1e4-2104-4586-88ac-308cc9e13c1f,north_calabria,0
683d1bde-a5c3-4a38-b531-b65a186db838,north_calabria,0
6851ed58-e41f-41ef-ac05-4bd21e647e0e,north_calabria,1
695afdee-94b2-4382-97a0-d62d8fe31a43,central_calabria,1
6990286b-a934-43a5-959c-8e9d5b516c98,central_calabria,1
69ccee85-078f-42d2-8f2e-ed32086741c3,north_calabria,0
69e1438b-c7d3-4345-ace2-bf38a9d28503,central_calabria,1
6a0c0b44-ff05-4dce-b2ac-16649ab61c3d,central_calabria,1
6a9bba3d-26a1-41ab-9a75-6591f1a2f304,south_calabria,1
6b350121-eb41-48b9-b404-2c0eacb8e16f,central_calabria,1
6c5bf88a-b372-4589-9759-765268d97cc5,north_calabria,1
6c5d511f-9f02-476b-a1c0-7927da590e7f,north_calabria,1
6ca904bf-1821-4dc8-878d-1bbefe10387a,south_calabria,1
6f9d8733-b651-4876-bc56-2e695e15f180,north_calabria,1
703c3196-cb73-449b-a423-74c7b3269604,north_calabria,0
704ada79-3add-4f92-8154-bf059d1616f9,south_calabria,1
70595d37-a931-4a8f-876d-5e9b17e31b19,north_calabria,1
708f42b5-7ca0-48b3-afae-cecfa0bc8baf,north_calabria,1
70919431-0788-4358-b6c7-2609f1053937,central_calabria,0
70a7cd21-9650-4dbb-9c9f-5bd66f8056c3,central_calabria,1
70adbf10-18c8-4c4f-b143-0d1be2aa2733,north_calabria,0
70f5b4ba-f5f3-4a78-98eb-1afd97217566,north_calabria,1
719c17be-1fe1-49cf-9a9e-8cf0e5fb4fa3,south_calabria,1
71b30008-50e2-4e98-bde7-b64ef5bf8c5a,north_calabria,1
7252e5b1-69af-4762-99dd-fccff33e4904,central_calabria,1
726a1946-8152-406e-8e36-9d73a3ed0371,north_calabria,0
72a4e182-4e40-47af-b73b-dc29411cf8e9,south_calabria,1
73752309-9a70-4ee7-9cc1-d8bd33330ede,south_calabria,1
7450549a-5f95-4b9b-b230-e953fd447591,north_calabria,1
766bfa3d-19b3-48c3-8b26-ec93967da0d7,north_calabria,1
7852a9e9-3a5a-474e-ac44-f258f111a45e,north_calabria,1
78c51236-c752-44bd-a650-1218f7d427b2,north_calabria,1
78fa3fea-5372-412a-bf86-17f0caf22d17,north_calabria,1
7b92f856-4a89-439b-9f50-423993f88d67,central_calabria,1
7c1f2d99-8673-4904-a5d2-054f03ea9cb5,north_calabria,0
7f8bee06-88a0-4032-b52d-599d865dc959,north_calabria,1
802e9b17-1386-4f77-ae08-c78923d88f86,north_calabria,1
834c8845-e28e-4085-97d9-2711175e715d,central_calabria,1
842cf29f-b5d8-44c5-a76b-60586d361512,north_calabria,0
84c4cf6a-2dc4-4be8-a64d-a699c74b54ef,north_calabria,1
859f7ff4-4b97-4522-959c-7a7e9f9ea8ba,north_calabria,0
865c847a-2cd3-46f5-b780-51206cb56a7b,north_calabria,0
874750df-a4f7-4bd3-ade2-2f9b44fd0936,central_calabria,1
877127cc-cf5c-4e77-bb6f-6cd92c61a6ab,north_calabria,1
8990bcdb-4f6f-45a1-a206-d8e0dca436f4,south_calabria,0
8afdfe88-df3a-4cf3-a620-0d88824cad1a,north_calabria,1
8d910ba5-2704-451f-ac69-ae436abe4552,central_calabria,1
8dd720ca-7ef2-4a42-a907-9e50e3a89b78,north_calabria,1
8de06204-8f30-43c0-8288-3245cb515c58,central_calabria,1
8e7518fc-9c42-4ea5-9c23-753ab43da34d,north_calabria,1
8f4f4186-b95a-4b02-b877-169bed0d37eb,south_calabria,1
